sample,label
./task1/train_data/images/unlabeled/197.jpeg,40
./task1/train_data/images/unlabeled/199.jpeg,74
./task1/train_data/images/unlabeled/200.jpeg,62
./task1/train_data/images/unlabeled/203.jpeg,87
./task1/train_data/images/unlabeled/204.jpeg,57
./task1/train_data/images/unlabeled/205.jpeg,67
./task1/train_data/images/unlabeled/206.jpeg,31
./task1/train_data/images/unlabeled/207.jpeg,16
./task1/train_data/images/unlabeled/210.jpeg,84
./task1/train_data/images/unlabeled/211.jpeg,70
./task1/train_data/images/unlabeled/214.jpeg,77
./task1/train_data/images/unlabeled/215.jpeg,92
./task1/train_data/images/unlabeled/216.jpeg,0
./task1/train_data/images/unlabeled/219.jpeg,56
./task1/train_data/images/unlabeled/220.jpeg,62
./task1/train_data/images/unlabeled/222.jpeg,91
./task1/train_data/images/unlabeled/226.jpeg,70
./task1/train_data/images/unlabeled/227.jpeg,68
./task1/train_data/images/unlabeled/229.jpeg,12
./task1/train_data/images/unlabeled/231.jpeg,49
./task1/train_data/images/unlabeled/233.jpeg,26
./task1/train_data/images/unlabeled/235.jpeg,54
./task1/train_data/images/unlabeled/236.jpeg,93
./task1/train_data/images/unlabeled/237.jpeg,72
./task1/train_data/images/unlabeled/241.jpeg,45
./task1/train_data/images/unlabeled/242.jpeg,85
./task1/train_data/images/unlabeled/243.jpeg,22
./task1/train_data/images/unlabeled/244.jpeg,63
./task1/train_data/images/unlabeled/246.jpeg,36
./task1/train_data/images/unlabeled/248.jpeg,38
./task1/train_data/images/unlabeled/249.jpeg,45
./task1/train_data/images/unlabeled/250.jpeg,81
./task1/train_data/images/unlabeled/252.jpeg,4
./task1/train_data/images/unlabeled/253.jpeg,84
./task1/train_data/images/unlabeled/255.jpeg,10
./task1/train_data/images/unlabeled/257.jpeg,28
./task1/train_data/images/unlabeled/258.jpeg,74
./task1/train_data/images/unlabeled/259.jpeg,7
./task1/train_data/images/unlabeled/261.jpeg,74
./task1/train_data/images/unlabeled/263.jpeg,16
./task1/train_data/images/unlabeled/265.jpeg,55
./task1/train_data/images/unlabeled/268.jpeg,43
./task1/train_data/images/unlabeled/270.jpeg,74
./task1/train_data/images/unlabeled/271.jpeg,53
./task1/train_data/images/unlabeled/272.jpeg,28
./task1/train_data/images/unlabeled/274.jpeg,97
./task1/train_data/images/unlabeled/275.jpeg,19
./task1/train_data/images/unlabeled/277.jpeg,31
./task1/train_data/images/unlabeled/278.jpeg,92
./task1/train_data/images/unlabeled/279.jpeg,61
./task1/train_data/images/unlabeled/280.jpeg,86
./task1/train_data/images/unlabeled/281.jpeg,71
./task1/train_data/images/unlabeled/282.jpeg,12
./task1/train_data/images/unlabeled/283.jpeg,19
./task1/train_data/images/unlabeled/284.jpeg,63
./task1/train_data/images/unlabeled/285.jpeg,93
./task1/train_data/images/unlabeled/287.jpeg,51
./task1/train_data/images/unlabeled/288.jpeg,38
./task1/train_data/images/unlabeled/289.jpeg,2
./task1/train_data/images/unlabeled/290.jpeg,87
./task1/train_data/images/unlabeled/292.jpeg,57
./task1/train_data/images/unlabeled/296.jpeg,48
./task1/train_data/images/unlabeled/297.jpeg,61
./task1/train_data/images/unlabeled/299.jpeg,57
./task1/train_data/images/unlabeled/300.jpeg,13
./task1/train_data/images/unlabeled/302.jpeg,22
./task1/train_data/images/unlabeled/304.jpeg,22
./task1/train_data/images/unlabeled/306.jpeg,80
./task1/train_data/images/unlabeled/308.jpeg,40
./task1/train_data/images/unlabeled/310.jpeg,25
./task1/train_data/images/unlabeled/311.jpeg,58
./task1/train_data/images/unlabeled/312.jpeg,15
./task1/train_data/images/unlabeled/313.jpeg,12
./task1/train_data/images/unlabeled/314.jpeg,21
./task1/train_data/images/unlabeled/315.jpeg,97
./task1/train_data/images/unlabeled/318.jpeg,68
./task1/train_data/images/unlabeled/319.jpeg,29
./task1/train_data/images/unlabeled/321.jpeg,70
./task1/train_data/images/unlabeled/323.jpeg,11
./task1/train_data/images/unlabeled/325.jpeg,49
./task1/train_data/images/unlabeled/326.jpeg,17
./task1/train_data/images/unlabeled/327.jpeg,76
./task1/train_data/images/unlabeled/328.jpeg,19
./task1/train_data/images/unlabeled/329.jpeg,65
./task1/train_data/images/unlabeled/331.jpeg,94
./task1/train_data/images/unlabeled/333.jpeg,92
./task1/train_data/images/unlabeled/335.jpeg,27
./task1/train_data/images/unlabeled/336.jpeg,60
./task1/train_data/images/unlabeled/337.jpeg,97
./task1/train_data/images/unlabeled/339.jpeg,61
./task1/train_data/images/unlabeled/340.jpeg,32
./task1/train_data/images/unlabeled/341.jpeg,89
./task1/train_data/images/unlabeled/343.jpeg,32
./task1/train_data/images/unlabeled/347.jpeg,30
./task1/train_data/images/unlabeled/348.jpeg,6
./task1/train_data/images/unlabeled/349.jpeg,33
./task1/train_data/images/unlabeled/351.jpeg,65
./task1/train_data/images/unlabeled/352.jpeg,31
./task1/train_data/images/unlabeled/353.jpeg,63
./task1/train_data/images/unlabeled/354.jpeg,43
./task1/train_data/images/unlabeled/356.jpeg,55
./task1/train_data/images/unlabeled/357.jpeg,76
./task1/train_data/images/unlabeled/358.jpeg,92
./task1/train_data/images/unlabeled/359.jpeg,77
./task1/train_data/images/unlabeled/361.jpeg,60
./task1/train_data/images/unlabeled/364.jpeg,68
./task1/train_data/images/unlabeled/365.jpeg,87
./task1/train_data/images/unlabeled/366.jpeg,53
./task1/train_data/images/unlabeled/367.jpeg,96
./task1/train_data/images/unlabeled/368.jpeg,34
./task1/train_data/images/unlabeled/369.jpeg,55
./task1/train_data/images/unlabeled/370.jpeg,7
./task1/train_data/images/unlabeled/372.jpeg,31
./task1/train_data/images/unlabeled/374.jpeg,62
./task1/train_data/images/unlabeled/375.jpeg,87
./task1/train_data/images/unlabeled/377.jpeg,22
./task1/train_data/images/unlabeled/378.jpeg,94
./task1/train_data/images/unlabeled/379.jpeg,63
./task1/train_data/images/unlabeled/381.jpeg,4
./task1/train_data/images/unlabeled/382.jpeg,69
./task1/train_data/images/unlabeled/383.jpeg,47
./task1/train_data/images/unlabeled/385.jpeg,56
./task1/train_data/images/unlabeled/386.jpeg,76
./task1/train_data/images/unlabeled/387.jpeg,63
./task1/train_data/images/unlabeled/389.jpeg,37
./task1/train_data/images/unlabeled/391.jpeg,72
./task1/train_data/images/unlabeled/393.jpeg,55
./task1/train_data/images/unlabeled/394.jpeg,58
./task1/train_data/images/unlabeled/395.jpeg,5
./task1/train_data/images/unlabeled/396.jpeg,43
./task1/train_data/images/unlabeled/399.jpeg,0
./task1/train_data/images/unlabeled/400.jpeg,43
./task1/train_data/images/unlabeled/401.jpeg,41
./task1/train_data/images/unlabeled/403.jpeg,57
./task1/train_data/images/unlabeled/404.jpeg,84
./task1/train_data/images/unlabeled/406.jpeg,45
./task1/train_data/images/unlabeled/407.jpeg,18
./task1/train_data/images/unlabeled/409.jpeg,15
./task1/train_data/images/unlabeled/414.jpeg,12
./task1/train_data/images/unlabeled/415.jpeg,43
./task1/train_data/images/unlabeled/417.jpeg,52
./task1/train_data/images/unlabeled/418.jpeg,70
./task1/train_data/images/unlabeled/419.jpeg,31
./task1/train_data/images/unlabeled/421.jpeg,3
./task1/train_data/images/unlabeled/422.jpeg,36
./task1/train_data/images/unlabeled/424.jpeg,68
./task1/train_data/images/unlabeled/425.jpeg,70
./task1/train_data/images/unlabeled/426.jpeg,19
./task1/train_data/images/unlabeled/427.jpeg,36
./task1/train_data/images/unlabeled/429.jpeg,76
./task1/train_data/images/unlabeled/433.jpeg,19
./task1/train_data/images/unlabeled/434.jpeg,89
./task1/train_data/images/unlabeled/435.jpeg,74
./task1/train_data/images/unlabeled/438.jpeg,10
./task1/train_data/images/unlabeled/440.jpeg,86
./task1/train_data/images/unlabeled/441.jpeg,69
./task1/train_data/images/unlabeled/442.jpeg,72
./task1/train_data/images/unlabeled/443.jpeg,91
./task1/train_data/images/unlabeled/444.jpeg,93
./task1/train_data/images/unlabeled/445.jpeg,61
./task1/train_data/images/unlabeled/446.jpeg,94
./task1/train_data/images/unlabeled/447.jpeg,45
./task1/train_data/images/unlabeled/448.jpeg,51
./task1/train_data/images/unlabeled/449.jpeg,74
./task1/train_data/images/unlabeled/450.jpeg,83
./task1/train_data/images/unlabeled/451.jpeg,92
./task1/train_data/images/unlabeled/452.jpeg,26
./task1/train_data/images/unlabeled/453.jpeg,70
./task1/train_data/images/unlabeled/454.jpeg,36
./task1/train_data/images/unlabeled/455.jpeg,50
./task1/train_data/images/unlabeled/456.jpeg,45
./task1/train_data/images/unlabeled/457.jpeg,1
./task1/train_data/images/unlabeled/458.jpeg,64
./task1/train_data/images/unlabeled/459.jpeg,88
./task1/train_data/images/unlabeled/460.jpeg,86
./task1/train_data/images/unlabeled/461.jpeg,20
./task1/train_data/images/unlabeled/463.jpeg,62
./task1/train_data/images/unlabeled/464.jpeg,63
./task1/train_data/images/unlabeled/465.jpeg,27
./task1/train_data/images/unlabeled/466.jpeg,6
./task1/train_data/images/unlabeled/468.jpeg,37
./task1/train_data/images/unlabeled/469.jpeg,55
./task1/train_data/images/unlabeled/470.jpeg,45
./task1/train_data/images/unlabeled/473.jpeg,75
./task1/train_data/images/unlabeled/475.jpeg,47
./task1/train_data/images/unlabeled/476.jpeg,84
./task1/train_data/images/unlabeled/478.jpeg,13
./task1/train_data/images/unlabeled/479.jpeg,58
./task1/train_data/images/unlabeled/481.jpeg,70
./task1/train_data/images/unlabeled/482.jpeg,92
./task1/train_data/images/unlabeled/485.jpeg,65
./task1/train_data/images/unlabeled/486.jpeg,36
./task1/train_data/images/unlabeled/487.jpeg,77
./task1/train_data/images/unlabeled/489.jpeg,82
./task1/train_data/images/unlabeled/490.jpeg,20
./task1/train_data/images/unlabeled/492.jpeg,9
./task1/train_data/images/unlabeled/494.jpeg,66
./task1/train_data/images/unlabeled/495.jpeg,22
./task1/train_data/images/unlabeled/496.jpeg,28
./task1/train_data/images/unlabeled/497.jpeg,58
./task1/train_data/images/unlabeled/498.jpeg,73
./task1/train_data/images/unlabeled/499.jpeg,1
./task1/train_data/images/unlabeled/500.jpeg,2
./task1/train_data/images/unlabeled/501.jpeg,21
./task1/train_data/images/unlabeled/502.jpeg,86
./task1/train_data/images/unlabeled/503.jpeg,59
./task1/train_data/images/unlabeled/504.jpeg,68
./task1/train_data/images/unlabeled/505.jpeg,9
./task1/train_data/images/unlabeled/506.jpeg,55
./task1/train_data/images/unlabeled/508.jpeg,95
./task1/train_data/images/unlabeled/510.jpeg,82
./task1/train_data/images/unlabeled/511.jpeg,47
./task1/train_data/images/unlabeled/512.jpeg,70
./task1/train_data/images/unlabeled/514.jpeg,88
./task1/train_data/images/unlabeled/516.jpeg,80
./task1/train_data/images/unlabeled/518.jpeg,39
./task1/train_data/images/unlabeled/519.jpeg,41
./task1/train_data/images/unlabeled/520.jpeg,73
./task1/train_data/images/unlabeled/521.jpeg,13
./task1/train_data/images/unlabeled/522.jpeg,67
./task1/train_data/images/unlabeled/523.jpeg,31
./task1/train_data/images/unlabeled/524.jpeg,31
./task1/train_data/images/unlabeled/525.jpeg,9
./task1/train_data/images/unlabeled/527.jpeg,80
./task1/train_data/images/unlabeled/528.jpeg,19
./task1/train_data/images/unlabeled/529.jpeg,97
./task1/train_data/images/unlabeled/530.jpeg,40
./task1/train_data/images/unlabeled/532.jpeg,68
./task1/train_data/images/unlabeled/533.jpeg,8
./task1/train_data/images/unlabeled/534.jpeg,39
./task1/train_data/images/unlabeled/536.jpeg,80
./task1/train_data/images/unlabeled/538.jpeg,33
./task1/train_data/images/unlabeled/539.jpeg,93
./task1/train_data/images/unlabeled/540.jpeg,20
./task1/train_data/images/unlabeled/541.jpeg,66
./task1/train_data/images/unlabeled/542.jpeg,79
./task1/train_data/images/unlabeled/543.jpeg,20
./task1/train_data/images/unlabeled/544.jpeg,19
./task1/train_data/images/unlabeled/545.jpeg,94
./task1/train_data/images/unlabeled/546.jpeg,6
./task1/train_data/images/unlabeled/548.jpeg,48
./task1/train_data/images/unlabeled/549.jpeg,83
./task1/train_data/images/unlabeled/550.jpeg,21
./task1/train_data/images/unlabeled/551.jpeg,29
./task1/train_data/images/unlabeled/552.jpeg,65
./task1/train_data/images/unlabeled/553.jpeg,56
./task1/train_data/images/unlabeled/555.jpeg,64
./task1/train_data/images/unlabeled/556.jpeg,25
./task1/train_data/images/unlabeled/558.jpeg,5
./task1/train_data/images/unlabeled/560.jpeg,24
./task1/train_data/images/unlabeled/561.jpeg,71
./task1/train_data/images/unlabeled/562.jpeg,25
./task1/train_data/images/unlabeled/563.jpeg,70
./task1/train_data/images/unlabeled/565.jpeg,73
./task1/train_data/images/unlabeled/566.jpeg,94
./task1/train_data/images/unlabeled/567.jpeg,38
./task1/train_data/images/unlabeled/568.jpeg,6
./task1/train_data/images/unlabeled/570.jpeg,99
./task1/train_data/images/unlabeled/571.jpeg,8
./task1/train_data/images/unlabeled/572.jpeg,83
./task1/train_data/images/unlabeled/573.jpeg,6
./task1/train_data/images/unlabeled/574.jpeg,73
./task1/train_data/images/unlabeled/575.jpeg,69
./task1/train_data/images/unlabeled/576.jpeg,68
./task1/train_data/images/unlabeled/581.jpeg,12
./task1/train_data/images/unlabeled/582.jpeg,61
./task1/train_data/images/unlabeled/583.jpeg,70
./task1/train_data/images/unlabeled/586.jpeg,37
./task1/train_data/images/unlabeled/587.jpeg,3
./task1/train_data/images/unlabeled/588.jpeg,36
./task1/train_data/images/unlabeled/589.jpeg,85
./task1/train_data/images/unlabeled/590.jpeg,66
./task1/train_data/images/unlabeled/591.jpeg,77
./task1/train_data/images/unlabeled/593.jpeg,27
./task1/train_data/images/unlabeled/594.jpeg,74
./task1/train_data/images/unlabeled/597.jpeg,2
./task1/train_data/images/unlabeled/598.jpeg,49
./task1/train_data/images/unlabeled/599.jpeg,12
./task1/train_data/images/unlabeled/600.jpeg,76
./task1/train_data/images/unlabeled/601.jpeg,18
./task1/train_data/images/unlabeled/602.jpeg,94
./task1/train_data/images/unlabeled/603.jpeg,66
./task1/train_data/images/unlabeled/604.jpeg,87
./task1/train_data/images/unlabeled/605.jpeg,94
./task1/train_data/images/unlabeled/606.jpeg,97
./task1/train_data/images/unlabeled/612.jpeg,15
./task1/train_data/images/unlabeled/616.jpeg,82
./task1/train_data/images/unlabeled/618.jpeg,97
./task1/train_data/images/unlabeled/620.jpeg,62
./task1/train_data/images/unlabeled/621.jpeg,84
./task1/train_data/images/unlabeled/623.jpeg,15
./task1/train_data/images/unlabeled/624.jpeg,64
./task1/train_data/images/unlabeled/625.jpeg,59
./task1/train_data/images/unlabeled/627.jpeg,78
./task1/train_data/images/unlabeled/630.jpeg,54
./task1/train_data/images/unlabeled/631.jpeg,94
./task1/train_data/images/unlabeled/632.jpeg,78
./task1/train_data/images/unlabeled/633.jpeg,28
./task1/train_data/images/unlabeled/635.jpeg,50
./task1/train_data/images/unlabeled/638.jpeg,74
./task1/train_data/images/unlabeled/641.jpeg,52
./task1/train_data/images/unlabeled/643.jpeg,77
./task1/train_data/images/unlabeled/645.jpeg,97
./task1/train_data/images/unlabeled/646.jpeg,49
./task1/train_data/images/unlabeled/648.jpeg,93
./task1/train_data/images/unlabeled/650.jpeg,18
./task1/train_data/images/unlabeled/651.jpeg,24
./task1/train_data/images/unlabeled/652.jpeg,88
./task1/train_data/images/unlabeled/655.jpeg,70
./task1/train_data/images/unlabeled/656.jpeg,78
./task1/train_data/images/unlabeled/657.jpeg,45
./task1/train_data/images/unlabeled/658.jpeg,19
./task1/train_data/images/unlabeled/660.jpeg,98
./task1/train_data/images/unlabeled/662.jpeg,25
./task1/train_data/images/unlabeled/664.jpeg,12
./task1/train_data/images/unlabeled/665.jpeg,41
./task1/train_data/images/unlabeled/666.jpeg,40
./task1/train_data/images/unlabeled/667.jpeg,47
./task1/train_data/images/unlabeled/668.jpeg,19
./task1/train_data/images/unlabeled/670.jpeg,84
./task1/train_data/images/unlabeled/671.jpeg,23
./task1/train_data/images/unlabeled/672.jpeg,30
./task1/train_data/images/unlabeled/673.jpeg,52
./task1/train_data/images/unlabeled/674.jpeg,4
./task1/train_data/images/unlabeled/675.jpeg,42
./task1/train_data/images/unlabeled/676.jpeg,96
./task1/train_data/images/unlabeled/677.jpeg,20
./task1/train_data/images/unlabeled/679.jpeg,92
./task1/train_data/images/unlabeled/680.jpeg,8
./task1/train_data/images/unlabeled/682.jpeg,15
./task1/train_data/images/unlabeled/683.jpeg,74
./task1/train_data/images/unlabeled/687.jpeg,41
./task1/train_data/images/unlabeled/688.jpeg,63
./task1/train_data/images/unlabeled/690.jpeg,3
./task1/train_data/images/unlabeled/691.jpeg,1
./task1/train_data/images/unlabeled/692.jpeg,32
./task1/train_data/images/unlabeled/693.jpeg,6
./task1/train_data/images/unlabeled/694.jpeg,45
./task1/train_data/images/unlabeled/695.jpeg,75
./task1/train_data/images/unlabeled/696.jpeg,27
./task1/train_data/images/unlabeled/697.jpeg,96
./task1/train_data/images/unlabeled/701.jpeg,25
./task1/train_data/images/unlabeled/702.jpeg,59
./task1/train_data/images/unlabeled/703.jpeg,33
./task1/train_data/images/unlabeled/704.jpeg,1
./task1/train_data/images/unlabeled/705.jpeg,59
./task1/train_data/images/unlabeled/706.jpeg,12
./task1/train_data/images/unlabeled/707.jpeg,83
./task1/train_data/images/unlabeled/708.jpeg,17
./task1/train_data/images/unlabeled/709.jpeg,58
./task1/train_data/images/unlabeled/710.jpeg,73
./task1/train_data/images/unlabeled/712.jpeg,38
./task1/train_data/images/unlabeled/714.jpeg,52
./task1/train_data/images/unlabeled/715.jpeg,28
./task1/train_data/images/unlabeled/717.jpeg,51
./task1/train_data/images/unlabeled/718.jpeg,60
./task1/train_data/images/unlabeled/719.jpeg,27
./task1/train_data/images/unlabeled/720.jpeg,45
./task1/train_data/images/unlabeled/721.jpeg,42
./task1/train_data/images/unlabeled/722.jpeg,93
./task1/train_data/images/unlabeled/723.jpeg,98
./task1/train_data/images/unlabeled/724.jpeg,22
./task1/train_data/images/unlabeled/725.jpeg,91
./task1/train_data/images/unlabeled/726.jpeg,65
./task1/train_data/images/unlabeled/727.jpeg,97
./task1/train_data/images/unlabeled/729.jpeg,41
./task1/train_data/images/unlabeled/730.jpeg,13
./task1/train_data/images/unlabeled/732.jpeg,7
./task1/train_data/images/unlabeled/734.jpeg,24
./task1/train_data/images/unlabeled/735.jpeg,78
./task1/train_data/images/unlabeled/739.jpeg,90
./task1/train_data/images/unlabeled/740.jpeg,90
./task1/train_data/images/unlabeled/742.jpeg,36
./task1/train_data/images/unlabeled/744.jpeg,39
./task1/train_data/images/unlabeled/745.jpeg,13
./task1/train_data/images/unlabeled/746.jpeg,49
./task1/train_data/images/unlabeled/749.jpeg,91
./task1/train_data/images/unlabeled/752.jpeg,36
./task1/train_data/images/unlabeled/758.jpeg,49
./task1/train_data/images/unlabeled/759.jpeg,31
./task1/train_data/images/unlabeled/760.jpeg,13
./task1/train_data/images/unlabeled/761.jpeg,30
./task1/train_data/images/unlabeled/762.jpeg,19
./task1/train_data/images/unlabeled/763.jpeg,70
./task1/train_data/images/unlabeled/765.jpeg,32
./task1/train_data/images/unlabeled/766.jpeg,94
./task1/train_data/images/unlabeled/767.jpeg,26
./task1/train_data/images/unlabeled/768.jpeg,68
./task1/train_data/images/unlabeled/769.jpeg,11
./task1/train_data/images/unlabeled/770.jpeg,26
./task1/train_data/images/unlabeled/771.jpeg,61
./task1/train_data/images/unlabeled/772.jpeg,83
./task1/train_data/images/unlabeled/774.jpeg,33
./task1/train_data/images/unlabeled/777.jpeg,44
./task1/train_data/images/unlabeled/781.jpeg,93
./task1/train_data/images/unlabeled/782.jpeg,72
./task1/train_data/images/unlabeled/783.jpeg,95
./task1/train_data/images/unlabeled/784.jpeg,45
./task1/train_data/images/unlabeled/787.jpeg,32
./task1/train_data/images/unlabeled/788.jpeg,48
./task1/train_data/images/unlabeled/791.jpeg,16
./task1/train_data/images/unlabeled/792.jpeg,3
./task1/train_data/images/unlabeled/793.jpeg,0
./task1/train_data/images/unlabeled/794.jpeg,85
./task1/train_data/images/unlabeled/795.jpeg,21
./task1/train_data/images/unlabeled/797.jpeg,93
./task1/train_data/images/unlabeled/798.jpeg,33
./task1/train_data/images/unlabeled/800.jpeg,38
./task1/train_data/images/unlabeled/801.jpeg,51
./task1/train_data/images/unlabeled/802.jpeg,37
./task1/train_data/images/unlabeled/803.jpeg,9
./task1/train_data/images/unlabeled/804.jpeg,50
./task1/train_data/images/unlabeled/805.jpeg,95
./task1/train_data/images/unlabeled/807.jpeg,98
./task1/train_data/images/unlabeled/809.jpeg,73
./task1/train_data/images/unlabeled/810.jpeg,36
./task1/train_data/images/unlabeled/812.jpeg,92
